Booking_ID,Hotel_Area,Hotel_Tier,Room_Type,Check_In,Check_Out,Nights,Rooms,ADR_INR,Booking_Status,Booking_Channel,Customer_Type,Estimated_Occupancy,Booking_Revenue_INR
DELJUL26-02658,Karol Bagh,Upscale,Deluxe,2026-07-22,2026-07-25,3,2,4970,Confirmed,Agoda,Group,0.391,29822
DELJUL26-02659,South Delhi,Economy,Deluxe,2026-07-30,2026-07-31,1,2,5067,Confirmed,MakeMyTrip,Group,0.661,10133
DELJUL26-02660,Connaught Place,Midscale,Deluxe,2026-07-14,2026-07-16,2,1,5777,Completed,Booking.com,Couple,0.905,11555
DELJUL26-02661,Saket,Budget,Deluxe,2026-07-26,2026-07-31,5,2,4118,Completed,Booking.com,Couple,0.622,41181
DELJUL26-02662,Greater Kailash,Midscale,Standard,2026-07-28,2026-08-01,4,3,8045,Completed,Agoda,Group,0.634,96538
DELJUL26-02663,Connaught Place,Economy,Premium,2026-07-21,2026-07-22,1,1,4276,Completed,Booking.com,Couple,0.771,4276
DELJUL26-02664,Saket,Midscale,Standard,2026-07-25,2026-07-26,1,3,5352,Confirmed,Walk-in,Business,0.818,16057
DELJUL26-02665,Karol Bagh,Budget,Premium,2026-07-18,2026-07-22,4,1,2214,Completed,Booking.com,Business,0.847,8856
DELJUL26-02666,Dwarka,Luxury,Premium,2026-07-25,2026-07-30,5,1,7997,Confirmed,MakeMyTrip,Couple,0.621,39984
DELJUL26-02667,Karol Bagh,Upscale,Deluxe,2026-07-11,2026-07-15,4,3,3955,Completed,Walk-in,Family,0.616,47463
DELJUL26-02668,Rohini,Upscale,Standard,2026-07-17,2026-07-22,5,1,4856,Completed,Direct,Family,0.634,24281
DELJUL26-02669,Aerocity,Upscale,Standard,2026-07-03,2026-07-04,1,2,9227,Confirmed,MakeMyTrip,Group,0.931,18454
DELJUL26-02670,Rohini,Budget,Standard,2026-07-07,2026-07-12,5,3,1462,Confirmed,Walk-in,Group,0.908,21923
DELJUL26-02671,Greater Kailash,Midscale,Deluxe,2026-07-18,2026-07-19,1,2,7356,Confirmed,Booking.com,Couple,0.724,14713
DELJUL26-02672,Lajpat Nagar,Economy,Standard,2026-07-23,2026-07-28,5,1,3451,Confirmed,Booking.com,Business,0.521,17257
DELJUL26-02673,Lajpat Nagar,Upscale,Standard,2026-07-01,2026-07-06,5,1,6526,Cancelled,Direct,Family,0.89,0
DELJUL26-02674,Connaught Place,Budget,Deluxe,2026-07-03,2026-07-06,3,3,2917,Completed,Direct,Business,0.453,26252
DELJUL26-02675,Rohini,Budget,Standard,2026-07-01,2026-07-04,3,1,1041,Confirmed,Booking.com,Family,0.414,3123
DELJUL26-02676,Dwarka,Midscale,Standard,2026-07-17,2026-07-20,3,1,2622,Completed,Walk-in,Business,0.599,7867
DELJUL26-02677,Rohini,Budget,Deluxe,2026-07-11,2026-07-14,3,2,1138,Cancelled,Goibibo,Family,0.761,0
DELJUL26-02678,Lajpat Nagar,Midscale,Standard,2026-07-02,2026-07-07,5,1,2168,Confirmed,Booking.com,Family,0.382,10840
DELJUL26-02679,Dwarka,Economy,Standard,2026-07-25,2026-07-27,2,3,2837,Confirmed,Agoda,Couple,0.538,17020
DELJUL26-02680,Paharganj,Midscale,Standard,2026-07-17,2026-07-19,2,3,2534,Confirmed,Goibibo,Group,0.82,15203
DELJUL26-02681,Connaught Place,Upscale,Deluxe,2026-07-01,2026-07-06,5,3,11703,Cancelled,Booking.com,Family,0.746,0
DELJUL26-02682,Connaught Place,Midscale,Premium,2026-07-22,2026-07-27,5,3,7637,Confirmed,Booking.com,Business,0.401,114554
DELJUL26-02683,Paharganj,Budget,Standard,2026-07-29,2026-08-01,3,3,961,Confirmed,Booking.com,Leisure,0.471,8651
DELJUL26-02684,Lajpat Nagar,Budget,Deluxe,2026-07-13,2026-07-15,2,2,2562,Confirmed,Agoda,Couple,0.785,10247
DELJUL26-02685,Dwarka,Budget,Standard,2026-07-30,2026-08-04,5,1,1486,Completed,Agoda,Group,0.42,7429
DELJUL26-02686,Saket,Budget,Deluxe,2026-07-13,2026-07-18,5,1,4260,Completed,Goibibo,Business,0.356,21301
DELJUL26-02687,Karol Bagh,Midscale,Standard,2026-07-03,2026-07-05,2,1,1951,Confirmed,MakeMyTrip,Leisure,0.946,3901
DELJUL26-02688,Dwarka,Economy,Premium,2026-07-04,2026-07-07,3,1,3116,Completed,Goibibo,Leisure,0.718,9348
DELJUL26-02689,South Delhi,Budget,Deluxe,2026-07-03,2026-07-06,3,3,4497,Completed,Walk-in,Business,0.607,40471
DELJUL26-02690,Rohini,Budget,Deluxe,2026-07-10,2026-07-15,5,1,1519,Confirmed,Goibibo,Group,0.708,7596
DELJUL26-02691,Greater Kailash,Luxury,Standard,2026-07-12,2026-07-16,4,1,12267,Confirmed,Goibibo,Couple,0.752,49069
DELJUL26-02692,South Delhi,Budget,Premium,2026-07-14,2026-07-17,3,3,4042,Confirmed,Booking.com,Couple,0.647,36376
DELJUL26-02693,Rohini,Economy,Standard,2026-07-15,2026-07-20,5,2,1471,Confirmed,MakeMyTrip,Business,0.745,14710
DELJUL26-02694,Saket,Economy,Deluxe,2026-07-27,2026-07-31,4,2,4851,Completed,Direct,Group,0.775,38807
DELJUL26-02695,Rohini,Budget,Deluxe,2026-07-01,2026-07-04,3,1,2113,Completed,MakeMyTrip,Family,0.458,6338
DELJUL26-02696,Paharganj,Upscale,Deluxe,2026-07-28,2026-08-02,5,3,5435,Cancelled,Agoda,Family,0.604,0
DELJUL26-02697,Connaught Place,Budget,Premium,2026-07-08,2026-07-11,3,2,4592,Confirmed,Agoda,Group,0.533,27552
DELJUL26-02698,Saket,Midscale,Deluxe,2026-07-30,2026-08-02,3,3,4586,Completed,Walk-in,Couple,0.828,41278
DELJUL26-02699,Connaught Place,Midscale,Deluxe,2026-07-05,2026-07-07,2,3,8411,Confirmed,MakeMyTrip,Business,0.812,50466
DELJUL26-02700,Connaught Place,Upscale,Standard,2026-07-04,2026-07-06,2,2,11131,Confirmed,Agoda,Couple,0.836,44523
DELJUL26-02701,Lajpat Nagar,Midscale,Standard,2026-07-04,2026-07-06,2,3,2877,Confirmed,Agoda,Business,0.612,17265
DELJUL26-02702,Greater Kailash,Upscale,Deluxe,2026-07-10,2026-07-11,1,1,6308,Completed,Agoda,Couple,0.695,6308
DELJUL26-02703,Karol Bagh,Economy,Deluxe,2026-07-30,2026-08-03,4,3,2082,Completed,Agoda,Leisure,0.773,24990
DELJUL26-02704,Lajpat Nagar,Economy,Deluxe,2026-07-15,2026-07-18,3,3,3153,Completed,MakeMyTrip,Leisure,0.543,28376
DELJUL26-02705,Aerocity,Midscale,Deluxe,2026-07-06,2026-07-11,5,1,7341,Completed,MakeMyTrip,Group,0.937,36706
DELJUL26-02706,Karol Bagh,Midscale,Deluxe,2026-07-20,2026-07-24,4,1,2369,Confirmed,Goibibo,Leisure,0.577,9475
DELJUL26-02707,Greater Kailash,Midscale,Standard,2026-07-16,2026-07-17,1,1,4447,Confirmed,MakeMyTrip,Family,0.672,4447
DELJUL26-02708,Paharganj,Budget,Standard,2026-07-22,2026-07-26,4,3,2221,Completed,Agoda,Leisure,0.846,26658
DELJUL26-02709,Greater Kailash,Economy,Premium,2026-07-23,2026-07-24,1,1,3091,Completed,Walk-in,Leisure,0.798,3091
DELJUL26-02710,Lajpat Nagar,Economy,Standard,2026-07-25,2026-07-26,1,2,2193,Cancelled,Direct,Couple,0.651,0
DELJUL26-02711,Aerocity,Budget,Standard,2026-07-05,2026-07-09,4,2,5743,Confirmed,Goibibo,Business,0.595,45940
DELJUL26-02712,Aerocity,Economy,Deluxe,2026-07-16,2026-07-17,1,1,5856,Completed,MakeMyTrip,Couple,0.732,5856
DELJUL26-02713,Rohini,Budget,Standard,2026-07-20,2026-07-23,3,1,2233,Confirmed,Direct,Family,0.611,6700
DELJUL26-02714,Dwarka,Midscale,Standard,2026-07-18,2026-07-23,5,2,5192,Confirmed,Booking.com,Couple,0.705,51922
DELJUL26-02715,Dwarka,Midscale,Deluxe,2026-07-31,2026-08-02,2,3,3183,Confirmed,Agoda,Couple,0.83,19099
DELJUL26-02716,Saket,Midscale,Standard,2026-07-30,2026-08-03,4,2,5661,Confirmed,MakeMyTrip,Leisure,0.423,45285
DELJUL26-02717,Saket,Midscale,Premium,2026-07-26,2026-07-28,2,3,5272,Completed,Direct,Family,0.768,31632
DELJUL26-02718,South Delhi,Budget,Premium,2026-07-08,2026-07-09,1,3,2504,Completed,Agoda,Couple,0.382,7513
DELJUL26-02719,Dwarka,Budget,Deluxe,2026-07-17,2026-07-18,1,3,1440,Confirmed,Booking.com,Business,0.79,4319
DELJUL26-02720,Connaught Place,Midscale,Suite,2026-07-25,2026-07-26,1,2,5299,Confirmed,MakeMyTrip,Leisure,0.475,10598
DELJUL26-02721,South Delhi,Upscale,Standard,2026-07-09,2026-07-10,1,2,5577,Cancelled,Booking.com,Family,0.646,0
DELJUL26-02722,South Delhi,Midscale,Standard,2026-07-23,2026-07-24,1,1,7397,Confirmed,Agoda,Group,0.51,7397
DELJUL26-02723,Connaught Place,Midscale,Deluxe,2026-07-08,2026-07-13,5,1,5420,Confirmed,Walk-in,Business,0.543,27101
DELJUL26-02724,Paharganj,Midscale,Deluxe,2026-07-05,2026-07-10,5,2,1827,Confirmed,Walk-in,Business,0.727,18271
DELJUL26-02725,Greater Kailash,Midscale,Standard,2026-07-08,2026-07-10,2,2,6483,Completed,Direct,Leisure,0.609,25933
DELJUL26-02726,South Delhi,Midscale,Standard,2026-07-29,2026-08-02,4,2,6076,Completed,Walk-in,Couple,0.643,48605
DELJUL26-02727,Connaught Place,Midscale,Standard,2026-07-31,2026-08-02,2,2,5093,Confirmed,Goibibo,Business,0.949,20370
DELJUL26-02728,Aerocity,Budget,Standard,2026-07-27,2026-07-31,4,3,4149,Completed,Agoda,Leisure,0.423,49786
DELJUL26-02729,Dwarka,Budget,Standard,2026-07-09,2026-07-11,2,2,1360,Completed,Direct,Leisure,0.581,5438
DELJUL26-02730,Saket,Economy,Premium,2026-07-25,2026-07-29,4,3,3795,Confirmed,Walk-in,Business,0.668,45545
DELJUL26-02731,Rohini,Midscale,Premium,2026-07-07,2026-07-09,2,3,3726,Completed,Booking.com,Business,0.838,22357
DELJUL26-02732,Dwarka,Upscale,Deluxe,2026-07-04,2026-07-09,5,2,7448,Cancelled,MakeMyTrip,Family,0.519,0
DELJUL26-02733,Rohini,Economy,Standard,2026-07-09,2026-07-14,5,1,1874,Cancelled,Walk-in,Family,0.586,0
DELJUL26-02734,Karol Bagh,Economy,Standard,2026-07-05,2026-07-07,2,3,2505,Cancelled,Agoda,Family,0.843,0
DELJUL26-02735,Saket,Upscale,Standard,2026-07-20,2026-07-21,1,2,8216,Confirmed,Goibibo,Business,0.668,16431
DELJUL26-02736,Connaught Place,Budget,Deluxe,2026-07-22,2026-07-24,2,2,5300,Completed,Agoda,Leisure,0.864,21200
DELJUL26-02737,Dwarka,Upscale,Deluxe,2026-07-02,2026-07-04,2,2,3911,Completed,MakeMyTrip,Couple,0.389,15645
DELJUL26-02738,Connaught Place,Budget,Standard,2026-07-04,2026-07-07,3,1,2965,Confirmed,Walk-in,Family,0.522,8896
DELJUL26-02739,Saket,Economy,Premium,2026-07-15,2026-07-18,3,2,4564,Completed,Direct,Leisure,0.685,27383
DELJUL26-02740,Paharganj,Economy,Premium,2026-07-04,2026-07-09,5,1,1994,Completed,Goibibo,Leisure,0.423,9970
DELJUL26-02741,Connaught Place,Economy,Standard,2026-07-26,2026-07-27,1,3,4177,Completed,Direct,Group,0.639,12532
DELJUL26-02742,Aerocity,Budget,Premium,2026-07-13,2026-07-16,3,3,5253,Completed,MakeMyTrip,Group,0.361,47275
DELJUL26-02743,Dwarka,Budget,Standard,2026-07-13,2026-07-14,1,2,1504,Confirmed,Goibibo,Leisure,0.653,3008
DELJUL26-02744,Rohini,Economy,Premium,2026-07-01,2026-07-04,3,2,2026,Confirmed,Walk-in,Family,0.902,12158
DELJUL26-02745,Connaught Place,Economy,Deluxe,2026-07-22,2026-07-26,4,3,6282,Confirmed,Walk-in,Family,0.919,75385
DELJUL26-02746,Saket,Upscale,Standard,2026-07-23,2026-07-28,5,3,10402,Completed,Agoda,Family,0.541,156027
DELJUL26-02747,Karol Bagh,Budget,Standard,2026-07-24,2026-07-27,3,1,2179,Completed,Walk-in,Group,0.352,6537
DELJUL26-02748,Lajpat Nagar,Economy,Deluxe,2026-07-17,2026-07-18,1,2,2185,Completed,Direct,Family,0.897,4369
DELJUL26-02749,Saket,Budget,Premium,2026-07-09,2026-07-14,5,1,2262,Confirmed,Goibibo,Business,0.69,11311
DELJUL26-02750,Rohini,Luxury,Premium,2026-07-03,2026-07-06,3,1,6394,Completed,Goibibo,Couple,0.698,19182
DELJUL26-02751,Karol Bagh,Upscale,Standard,2026-07-10,2026-07-13,3,1,5146,Completed,Direct,Group,0.839,15439
DELJUL26-02752,Aerocity,Luxury,Premium,2026-07-17,2026-07-21,4,2,13213,Completed,Goibibo,Leisure,0.586,105708
DELJUL26-02753,Dwarka,Upscale,Standard,2026-07-04,2026-07-06,2,3,4457,Completed,Direct,Group,0.602,26744
DELJUL26-02754,South Delhi,Economy,Standard,2026-07-02,2026-07-07,5,2,5825,Confirmed,Goibibo,Couple,0.861,58250
DELJUL26-02755,Rohini,Midscale,Standard,2026-07-07,2026-07-08,1,1,3102,Confirmed,Booking.com,Group,0.645,3102
DELJUL26-02756,Lajpat Nagar,Economy,Premium,2026-07-03,2026-07-04,1,2,3351,Confirmed,Walk-in,Group,0.791,6701
DELJUL26-02757,Lajpat Nagar,Upscale,Deluxe,2026-07-01,2026-07-06,5,3,6182,Confirmed,Booking.com,Leisure,0.893,92731
DELJUL26-02758,South Delhi,Economy,Standard,2026-07-16,2026-07-19,3,3,4298,Confirmed,Goibibo,Family,0.586,38681
DELJUL26-02759,Paharganj,Economy,Deluxe,2026-07-24,2026-07-29,5,1,1731,Completed,Goibibo,Leisure,0.883,8656
DELJUL26-02760,Saket,Upscale,Premium,2026-07-16,2026-07-21,5,2,5437,Confirmed,Walk-in,Leisure,0.546,54365
DELJUL26-02761,Connaught Place,Upscale,Standard,2026-07-03,2026-07-08,5,2,11099,Confirmed,MakeMyTrip,Group,0.908,110991
DELJUL26-02762,Saket,Luxury,Standard,2026-07-11,2026-07-15,4,2,14552,Confirmed,MakeMyTrip,Business,0.533,116413
DELJUL26-02763,Paharganj,Budget,Standard,2026-07-02,2026-07-06,4,2,1063,Completed,Agoda,Leisure,0.491,8505
DELJUL26-02764,Aerocity,Budget,Standard,2026-07-20,2026-07-24,4,3,6287,Completed,Direct,Group,0.782,75442
DELJUL26-02765,Karol Bagh,Economy,Standard,2026-07-08,2026-07-12,4,3,2184,Confirmed,Goibibo,Family,0.903,26209
DELJUL26-02766,Dwarka,Economy,Deluxe,2026-07-13,2026-07-15,2,1,1508,Completed,MakeMyTrip,Leisure,0.811,3015
DELJUL26-02767,Paharganj,Economy,Standard,2026-07-28,2026-08-02,5,3,1670,Completed,Walk-in,Business,0.794,25057
DELJUL26-02768,Rohini,Economy,Premium,2026-07-19,2026-07-20,1,3,2459,Completed,Goibibo,Leisure,0.934,7378
DELJUL26-02769,Saket,Upscale,Suite,2026-07-24,2026-07-27,3,1,9366,Completed,Agoda,Couple,0.684,28097
DELJUL26-02770,Rohini,Budget,Standard,2026-07-11,2026-07-13,2,1,1395,Completed,Agoda,Group,0.883,2790
DELJUL26-02771,South Delhi,Midscale,Standard,2026-07-29,2026-08-02,4,2,8756,Completed,Direct,Business,0.372,70046
DELJUL26-02772,Aerocity,Upscale,Standard,2026-07-23,2026-07-25,2,2,17784,Confirmed,Goibibo,Group,0.429,71137
DELJUL26-02773,Karol Bagh,Midscale,Deluxe,2026-07-16,2026-07-18,2,1,3925,Completed,Agoda,Business,0.513,7849
DELJUL26-02774,Greater Kailash,Economy,Standard,2026-07-18,2026-07-23,5,2,6558,Confirmed,MakeMyTrip,Family,0.918,65575
DELJUL26-02775,Dwarka,Budget,Deluxe,2026-07-20,2026-07-23,3,1,1907,Confirmed,Booking.com,Business,0.468,5720
DELJUL26-02776,Paharganj,Budget,Deluxe,2026-07-05,2026-07-09,4,1,2001,Completed,MakeMyTrip,Leisure,0.58,8004
DELJUL26-02777,Dwarka,Midscale,Deluxe,2026-07-08,2026-07-13,5,2,3559,Completed,Direct,Leisure,0.371,35592
DELJUL26-02778,Rohini,Economy,Deluxe,2026-07-22,2026-07-27,5,2,2761,Completed,Walk-in,Family,0.397,27615
DELJUL26-02779,Paharganj,Budget,Premium,2026-07-14,2026-07-16,2,2,1215,Completed,Direct,Leisure,0.7,4860
DELJUL26-02780,Aerocity,Luxury,Premium,2026-07-25,2026-07-26,1,2,26033,Completed,Direct,Group,0.409,52065
DELJUL26-02781,Paharganj,Midscale,Deluxe,2026-07-17,2026-07-22,5,2,4050,Cancelled,Direct,Group,0.89,0
DELJUL26-02782,Rohini,Upscale,Standard,2026-07-03,2026-07-05,2,2,2953,Completed,Booking.com,Business,0.881,11813
DELJUL26-02783,Greater Kailash,Economy,Deluxe,2026-07-21,2026-07-25,4,3,7597,Confirmed,Booking.com,Business,0.723,91159
DELJUL26-02784,Lajpat Nagar,Luxury,Premium,2026-07-19,2026-07-23,4,2,7957,Confirmed,Goibibo,Leisure,0.588,63658
DELJUL26-02785,Rohini,Budget,Deluxe,2026-07-12,2026-07-15,3,1,1125,Confirmed,Direct,Family,0.883,3376
DELJUL26-02786,Connaught Place,Budget,Deluxe,2026-07-25,2026-07-26,1,1,2588,Completed,Agoda,Group,0.643,2588
DELJUL26-02787,Karol Bagh,Upscale,Standard,2026-07-11,2026-07-14,3,2,6714,Completed,MakeMyTrip,Business,0.464,40287
DELJUL26-02788,Aerocity,Upscale,Deluxe,2026-07-04,2026-07-05,1,1,12504,Completed,MakeMyTrip,Couple,0.557,12504
DELJUL26-02789,Aerocity,Economy,Premium,2026-07-04,2026-07-06,2,2,7183,Confirmed,Goibibo,Business,0.568,28734
DELJUL26-02790,Lajpat Nagar,Budget,Premium,2026-07-28,2026-07-30,2,3,2311,Completed,Direct,Family,0.698,13868
DELJUL26-02791,Rohini,Economy,Standard,2026-07-12,2026-07-15,3,1,2025,Completed,Goibibo,Family,0.591,6076
DELJUL26-02792,Connaught Place,Upscale,Standard,2026-07-13,2026-07-14,1,2,8784,Completed,Goibibo,Group,0.841,17567
DELJUL26-02793,Greater Kailash,Upscale,Standard,2026-07-10,2026-07-15,5,1,11981,Confirmed,Agoda,Family,0.726,59904
DELJUL26-02794,Dwarka,Economy,Standard,2026-07-23,2026-07-24,1,2,3165,Completed,Direct,Couple,0.501,6329
DELJUL26-02795,Aerocity,Budget,Deluxe,2026-07-19,2026-07-24,5,2,7131,Completed,Direct,Group,0.591,71306
DELJUL26-02796,Rohini,Midscale,Standard,2026-07-28,2026-07-30,2,1,2795,Cancelled,Direct,Group,0.784,0
DELJUL26-02797,Lajpat Nagar,Midscale,Deluxe,2026-07-28,2026-07-31,3,2,4833,Confirmed,Walk-in,Group,0.495,28996
DELJUL26-02798,Dwarka,Economy,Deluxe,2026-07-31,2026-08-05,5,1,1993,Confirmed,MakeMyTrip,Leisure,0.405,9967
DELJUL26-02799,Greater Kailash,Midscale,Deluxe,2026-07-11,2026-07-15,4,3,4640,Confirmed,Booking.com,Leisure,0.777,55679
DELJUL26-02800,Paharganj,Luxury,Deluxe,2026-07-19,2026-07-20,1,3,4127,Cancelled,Direct,Family,0.594,0
DELJUL26-02801,Greater Kailash,Budget,Premium,2026-07-11,2026-07-15,4,1,3302,Completed,Booking.com,Business,0.425,13209
DELJUL26-02802,Saket,Midscale,Standard,2026-07-22,2026-07-25,3,3,5977,Completed,MakeMyTrip,Couple,0.638,53797
DELJUL26-02803,Rohini,Midscale,Standard,2026-07-24,2026-07-29,5,1,3713,Completed,Walk-in,Family,0.686,18564
DELJUL26-02804,Aerocity,Midscale,Deluxe,2026-07-08,2026-07-11,3,2,8328,Confirmed,Agoda,Family,0.365,49968
DELJUL26-02805,Connaught Place,Upscale,Standard,2026-07-27,2026-08-01,5,3,5667,Confirmed,Walk-in,Leisure,0.825,85012
DELJUL26-02806,Rohini,Midscale,Standard,2026-07-09,2026-07-12,3,2,3356,Completed,Direct,Business,0.645,20135
DELJUL26-02807,Karol Bagh,Midscale,Premium,2026-07-31,2026-08-01,1,2,4845,Completed,Goibibo,Family,0.365,9689
DELJUL26-02808,Paharganj,Budget,Deluxe,2026-07-27,2026-07-30,3,2,1361,Completed,MakeMyTrip,Couple,0.867,8165
DELJUL26-02809,Greater Kailash,Midscale,Standard,2026-07-01,2026-07-06,5,1,5124,Completed,Booking.com,Leisure,0.701,25619
DELJUL26-02810,Connaught Place,Budget,Deluxe,2026-07-13,2026-07-14,1,3,3261,Completed,MakeMyTrip,Couple,0.928,9783
DELJUL26-02811,Dwarka,Budget,Standard,2026-07-13,2026-07-15,2,3,1968,Completed,Goibibo,Family,0.519,11809
DELJUL26-02812,Karol Bagh,Economy,Standard,2026-07-26,2026-07-27,1,3,2416,Completed,Direct,Business,0.598,7249
DELJUL26-02813,Connaught Place,Midscale,Standard,2026-07-23,2026-07-28,5,1,6481,Confirmed,Walk-in,Group,0.748,32403
DELJUL26-02814,Rohini,Luxury,Standard,2026-07-02,2026-07-05,3,1,6863,Confirmed,Agoda,Family,0.898,20588
DELJUL26-02815,Connaught Place,Midscale,Standard,2026-07-27,2026-07-31,4,3,6572,Completed,Walk-in,Business,0.825,78869
DELJUL26-02816,Aerocity,Upscale,Deluxe,2026-07-07,2026-07-12,5,3,12822,Confirmed,Direct,Couple,0.736,192325
DELJUL26-02817,South Delhi,Economy,Standard,2026-07-12,2026-07-17,5,2,3387,Confirmed,Direct,Leisure,0.827,33870
DELJUL26-02818,Lajpat Nagar,Midscale,Standard,2026-07-06,2026-07-09,3,1,4561,Confirmed,Walk-in,Couple,0.407,13683
DELJUL26-02819,Connaught Place,Luxury,Standard,2026-07-05,2026-07-10,5,2,14096,Completed,Walk-in,Couple,0.785,140964
DELJUL26-02820,Greater Kailash,Economy,Standard,2026-07-17,2026-07-20,3,1,3717,Confirmed,Goibibo,Family,0.697,11150
DELJUL26-02821,Dwarka,Upscale,Deluxe,2026-07-03,2026-07-08,5,1,3544,Completed,Booking.com,Business,0.515,17722
DELJUL26-02822,Lajpat Nagar,Midscale,Standard,2026-07-03,2026-07-08,5,1,4545,Completed,Booking.com,Business,0.493,22725
DELJUL26-02823,Connaught Place,Budget,Deluxe,2026-07-25,2026-07-27,2,3,5274,Completed,Agoda,Business,0.523,31646
DELJUL26-02824,Rohini,Midscale,Standard,2026-07-11,2026-07-15,4,1,1650,Confirmed,Walk-in,Leisure,0.424,6601
DELJUL26-02825,South Delhi,Budget,Standard,2026-07-21,2026-07-25,4,2,2977,Completed,Agoda,Group,0.514,23813
DELJUL26-02826,Lajpat Nagar,Budget,Deluxe,2026-07-31,2026-08-04,4,1,1527,Completed,MakeMyTrip,Group,0.393,6107
DELJUL26-02827,Paharganj,Budget,Deluxe,2026-07-02,2026-07-03,1,3,1500,Confirmed,Agoda,Family,0.754,4501
DELJUL26-02828,Rohini,Budget,Deluxe,2026-07-25,2026-07-28,3,1,1853,Completed,Booking.com,Group,0.657,5558
DELJUL26-02829,South Delhi,Economy,Standard,2026-07-04,2026-07-05,1,3,4917,Confirmed,Direct,Couple,0.427,14752
DELJUL26-02830,Connaught Place,Upscale,Standard,2026-07-24,2026-07-29,5,1,8453,Completed,MakeMyTrip,Couple,0.768,42264
DELJUL26-02831,Rohini,Economy,Deluxe,2026-07-10,2026-07-15,5,3,2882,Completed,MakeMyTrip,Couple,0.457,43237
DELJUL26-02832,Greater Kailash,Upscale,Suite,2026-07-05,2026-07-08,3,1,10983,Cancelled,Goibibo,Family,0.647,0
DELJUL26-02833,Paharganj,Midscale,Standard,2026-07-08,2026-07-09,1,1,1824,Completed,Agoda,Family,0.902,1824
DELJUL26-02834,Dwarka,Budget,Deluxe,2026-07-12,2026-07-16,4,1,1504,Confirmed,Agoda,Leisure,0.807,6018
DELJUL26-02835,Paharganj,Budget,Standard,2026-07-23,2026-07-26,3,3,1207,Completed,Booking.com,Couple,0.7,10866
DELJUL26-02836,Dwarka,Luxury,Premium,2026-07-22,2026-07-26,4,2,7737,Completed,Goibibo,Family,0.701,61899
DELJUL26-02837,Rohini,Midscale,Standard,2026-07-23,2026-07-24,1,2,3448,Confirmed,Direct,Business,0.389,6897
DELJUL26-02838,Lajpat Nagar,Upscale,Standard,2026-07-01,2026-07-04,3,3,5534,Completed,Walk-in,Family,0.606,49808
DELJUL26-02839,Karol Bagh,Economy,Standard,2026-07-31,2026-08-02,2,1,3798,Completed,MakeMyTrip,Group,0.534,7597
DELJUL26-02840,Rohini,Midscale,Deluxe,2026-07-14,2026-07-19,5,2,2463,Confirmed,Walk-in,Family,0.635,24627
DELJUL26-02841,Saket,Upscale,Deluxe,2026-07-04,2026-07-06,2,1,6406,Completed,Walk-in,Family,0.921,12811
DELJUL26-02842,Greater Kailash,Luxury,Deluxe,2026-07-29,2026-08-03,5,1,9634,Confirmed,Booking.com,Business,0.822,48171
DELJUL26-02843,Greater Kailash,Budget,Deluxe,2026-07-25,2026-07-30,5,3,4653,Confirmed,Direct,Group,0.716,69795
DELJUL26-02844,Saket,Luxury,Standard,2026-07-03,2026-07-06,3,2,11537,Confirmed,Walk-in,Leisure,0.773,69224
DELJUL26-02845,Saket,Economy,Standard,2026-07-14,2026-07-15,1,3,3762,Cancelled,MakeMyTrip,Group,0.788,0
DELJUL26-02846,Saket,Upscale,Premium,2026-07-29,2026-07-31,2,2,5909,Confirmed,Direct,Group,0.624,23637
DELJUL26-02847,Lajpat Nagar,Midscale,Standard,2026-07-22,2026-07-23,1,3,4564,Confirmed,Goibibo,Leisure,0.87,13692
DELJUL26-02848,Paharganj,Midscale,Standard,2026-07-07,2026-07-11,4,1,3174,Completed,Walk-in,Family,0.72,12698
DELJUL26-02849,Karol Bagh,Economy,Standard,2026-07-22,2026-07-26,4,2,3013,Cancelled,Goibibo,Family,0.793,0
DELJUL26-02850,Paharganj,Upscale,Standard,2026-07-06,2026-07-08,2,2,2583,Completed,Booking.com,Group,0.357,10331
DELJUL26-02851,Connaught Place,Economy,Standard,2026-07-11,2026-07-15,4,3,7033,Confirmed,MakeMyTrip,Business,0.673,84393
DELJUL26-02852,Paharganj,Economy,Deluxe,2026-07-07,2026-07-10,3,2,2501,Confirmed,Booking.com,Couple,0.569,15003
DELJUL26-02853,Connaught Place,Midscale,Deluxe,2026-07-22,2026-07-27,5,3,9813,Completed,Goibibo,Leisure,0.383,147198
DELJUL26-02854,Aerocity,Midscale,Standard,2026-07-29,2026-07-30,1,2,11677,Confirmed,MakeMyTrip,Group,0.738,23354
DELJUL26-02855,Greater Kailash,Economy,Standard,2026-07-02,2026-07-03,1,2,5617,Confirmed,MakeMyTrip,Couple,0.907,11234
DELJUL26-02856,Aerocity,Midscale,Premium,2026-07-19,2026-07-24,5,3,12196,Completed,Booking.com,Business,0.79,182939
DELJUL26-02857,Dwarka,Economy,Deluxe,2026-07-08,2026-07-10,2,2,2546,Confirmed,Direct,Leisure,0.398,10186
DELJUL26-02858,Greater Kailash,Midscale,Premium,2026-07-24,2026-07-29,5,2,5733,Confirmed,Agoda,Leisure,0.384,57328
DELJUL26-02859,Greater Kailash,Midscale,Standard,2026-07-05,2026-07-10,5,1,6114,Completed,Agoda,Group,0.557,30572
DELJUL26-02860,Saket,Midscale,Premium,2026-07-12,2026-07-13,1,1,7117,Confirmed,Direct,Couple,0.493,7117
